"XTSOL";"p_model";"p_stock";"p_sorting";"p_shipping";"p_tpl";"p_manufacturer";"p_fsk18";"p_priceNoTax";"p_priceNoTax.1";"p_priceNoTax.2";"p_priceNoTax.3";"p_tax";"p_status";"p_weight";"p_ean";"p_disc";"p_opttpl";"p_vpe";"p_vpe_status";"p_vpe_value";"p_image";"p_name.ru";"p_desc.ru";"p_shortdesc.ru";"p_meta_title.ru";"p_meta_desc.ru";"p_meta_key.ru";"p_keywords.ru";"p_url.ru";"p_cat.0";"p_cat.1";"p_cat.2";"p_cat.3";"p_cat.4";"p_cat.5"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"220.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera034_2.JPG";;;"madera034_1.JPG";"madera034";"<p>Вы поймали красную птицу счастья. С этими серьгами хорошее настроение Вам обеспечено. И не обязательно их носить летом. Этот комплект деревянных сережек отлично подойдет и под более тяжелые ткани. Особенно органично они будут смотреться на фоне вязаных вещей.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"280.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera035_2.JPG";;;"madera035_1.JPG";"madera035";"<p>Круглая форма сережек подойдет девушкам с овальной формой лица. Наличие пяти цветов в рисунке оттенит любой цвет глаз. В данном случае акцент лежит на коричневом цвете. Кареглазые шатенки будут очаровательно выглядеть, надев этот комплект деревянных сережек.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"280.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera036_2.JPG";;;"madera036_1.JPG";"madera036";"<p>Разве может быть солнце не на небе? Два деревянных резных солнца могут дополнить ваш образ, сделать его интереснее и теплее. Только постарайтесь отказаться от одежды черного цвета. Эти деревянные сережки подойдут под теплые оттенки зеленого, оранжевого, коричневого.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"260.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera037_2.JPG";"madera037_3.JPG";;"madera037_1.JPG";"madera037";"<p>Эти необычные деревянные серьги подойдут как для стиля Casual, так и для офисной одежды. Пиджак цвета бордо будет неплохо дополнен этими серьгами прямоугольной формы. Сглаженные углы говорят о том, чо вы неагрессивны и открыты для диалога.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"240.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera038_2.JPG";;;"madera038_1.JPG";"madera038";"<p>Приготовьтесь к тому, что это этническое украшение будет притягивать к себе взгляды. Если вы уверены в своей красоте и любите оригинальные дизайнерские вещи, этот комплект сережек из дерева&nbsp; точно для Вас.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"230.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"madera039_2.JPG";"madera039_3.JPG";;"madera039_1.JPG";"madera039";"<p>Эти серьги из дерева отлично подойдут как для трикотажного платья, так и кардигана, выполненного в технике грубой вязки. Только цвет одежды лучше подбирать теплых тонов: от молочного до кофейного.</p>";"<p>Серьги из дерева. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Дерево"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"270.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"mariposa014_2.JPG";"mariposa014_3.JPG";;"mariposa014_1.JPG";"mariposa014";"<p>Летом<strong>&nbsp; </strong>все стремятся&nbsp; отойти&nbsp; от строгих канонов&nbsp; в одежде и&nbsp; украшениях. Серьги цвета моря из засушенных крыльев тропических бабочек подчеркнут романтичный и нежный облик юной девушки</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"mariposa015_2.JPG";"mariposa015_3.JPG";"mariposa015_4.JPG";"mariposa015_1.JPG";"mariposa015";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"270.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"mariposa016_2.JPG";;;"mariposa016_1.JPG";"mariposa016";"<p>Черно-желтая расцветка этих сережек, сделанных из крылышек тропической бабочки, не подойдет к любому наряду. Но, если в вашем гардеробе есть подходящая одежда, например, топик или футболка&nbsp; в черно-желтую полоску, то они придутся как нельзя кстати.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"mariposa017_2.JPG";"mariposa017_3.JPG";;"mariposa017_1.JPG";"mariposa017";"<p>Бабочки - это крылатое чудо лета. Сережки, сделанные из крылышек тропических бабочек, гармонично сочетающиеся с нарядом, являются экзотическим и модным аксессуаром для наряда&nbsp; молодой девушки.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"2";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"mariposa018_2.JPG";;;"mariposa018_1.JPG";"mariposa018";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"385_1.jpg";"385_2.jpg";"385_3.jpg";"385_0.jpg";"mariposa019";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную .</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"mariposa021_2.JPG";"mariposa021_3.JPG";"mariposa021_4.JPG";"mariposa021_1.JPG";"mariposa021";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"270.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"mariposa022_2.JPG";"mariposa022_3.JPG";;"mariposa022_1.JPG";"mariposa022";"<p>Если ваш любимый цвет голубой, то сережки из крыльев тропических бабочек голубого цвета, как нельзя лучше впишутся в цветовую гамму вашей одежды.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"270.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"mariposa023_2.JPG";;;"mariposa023_1.JPG";"mariposa023";"<p>Желтый, оранжевый &ndash; это краски лета. Если ваш летний стиль изысканная простота, то приобретите сережки из крылышек тропической бабочки ярко-желтого цвета, и&nbsp; оденьте их&nbsp; с нарядом в стиле кантри.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";;"mariposa023_3.JPG";"mariposa023_4.JPG";"mariposa023_1.JPG";"mariposa023";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"270.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"mariposa024_2.JPG";"mariposa024_3.JPG";"mariposa024_4.JPG";"mariposa024_1.JPG";"mariposa024";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"mariposa025_2.JPG";"mariposa025_3.JPG";"mariposa025_4.JPG";"mariposa025_1.JPG";"mariposa025";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"mariposa026_2.JPG";"mariposa026_3.JPG";"mariposa026_4.JPG";"mariposa026_1.JPG";"mariposa026";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"mariposa027_2.JPG";"mariposa027_3.JPG";"mariposa027_4.JPG";"mariposa027_1.JPG";"mariposa027";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"mariposa028_2.JPG";"mariposa028_3.JPG";"mariposa028_4.JPG";"mariposa028_1.JPG";"mariposa028";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"396_1.jpg";"396_2.jpg";;"396_0.jpg";"mariposa029";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"mariposa030_2.JPG";"mariposa030_3.JPG";"mariposa030_4.JPG";"mariposa030_1.JPG";"mariposa030";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"2";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"mariposa031_2.JPG";"mariposa031_3.JPG";;"398_0.jpg";"mariposa031";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"mariposa032_2.JPG";"mariposa032_3.JPG";"mariposa032_4.JPG";"mariposa032_1.JPG";"mariposa032";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"mariposa033_2.JPG";"mariposa033_3.JPG";"mariposa033_4.JPG";"mariposa033_1.JPG";"mariposa033";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"260.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"mariposa034_2.JPG";"mariposa034_3.JPG";;"mariposa034_1.JPG";"mariposa034";"<p>Неброские по&nbsp; окраске и размеру серьги, изготовленные из крыльев тропической бабочки, вполне подойдут для ежедневного ношения в летний сезон и могут удачно украсить&nbsp; будничную одежду.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"0";;"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";;"0";"0";"0.0000";"mariposa035_2.JPG";"mariposa035_3.JPG";"mariposa035_4.JPG";"mariposa035_1.JPG";"mariposa035";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";"<p>Серьги из засушенных и ламинированных крыльев бабочек. Обработка материалов и сборка модели вручную.</p>";;;;;;"Серьги";"Бабочки"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"280.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra016_2.JPG";"piedra016_3.JPG";;"piedra016_1.JPG";"piedra016";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p><p>Эти серьги из камня дополнят любой летний наряд. Легкий сарафан, воздушное шёлковое платье, шифоновая блуза насыщенных оттенков будут дополнены этим необычным этническим украшением ручной работы. С этим комплектом вы будете выглядеть актуально и ярко как само лето.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"2";"0";"1";"default";"PeruArt";"0";"280.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra017_2.JPG";"piedra017_3.JPG";;"piedra017_1.JPG";"piedra017";"<p>Эти серьги из нежно-розового натурального камня дополнят любой летний наряд. Легкий сарафан, воздушное шёлковое платье, шифоновая блуза насыщенных оттенков будут дополнены этим необычным этническим украшением ручной работы. С этим комплектом вы будете выглядеть актуально и ярко как само лето.</p><p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"280.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra018_2.JPG";"piedra018_3.JPG";;"piedra018_1.JPG";"piedra018";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p><p>Эти яркие красные серьги из камня дополнят любой летний наряд. Легкий сарафан, воздушное шёлковое платье, шифоновая блуза насыщенных оттенков будут дополнены этим необычным этническим украшением ручной работы. С этим комплектом вы будете выглядеть актуально и ярко как само лето.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"2";"0";"1";"default";"PeruArt";"0";"280.0000";;;;;"0";"0";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra019_2.JPG";"piedra019_3.JPG";;"piedra019_1.JPG";"piedra019";"<p>Эти серьги из камня гранатового цвета дополнят любой летний наряд. Легкий сарафан, воздушное шёлковое платье, шифоновая блуза насыщенных оттенков будут дополнены этим необычным этническим украшением ручной работы. С этим комплектом вы будете выглядеть актуально и ярко как само лето.</p><p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"210.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra020_2.JPG";"piedra020_3.JPG";;"piedra020_1.JPG";"piedra020";"<p>Маленький теплый камень, который сохранил свою энергетику и готов поделиться ею с Вами, может еще и украсить ваш наряд. Он оттенит цвет одежды и выделит нужные в ней акценты. Он может даже стать Вашим талисманом, приносящим удачу.</p>";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"2";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra021_2.JPG";"piedra021_3.JPG";;"piedra021_1.JPG";"piedra021";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p><p>Две прозрачные слезы и грозди бусинок из камня добавят Вашему образу смелости, яркости, свежести. В нежно-голубых капельках сережек очень красиво играет солнечный свет. Ярким жарким летним днем вы будете выглядеть особенно эффектно и привлекательно.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"2";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra022_2.JPG";"piedra022_3.JPG";;"piedra022_1.JPG";"piedra022";"<p>Две прозрачные светло-розовые слезы и грозди бусинок из натурального камня добавят Вашему образу смелости, яркости, свежести. В капельках сережек очень красиво играет солнечный свет. Ярким жарким летним днем вы будете выглядеть особенно эффектно и заманчиво.</p><p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra023_2.JPG";"piedra023_3.JPG";;"piedra023_1.JPG";"piedra023";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p><p>Две прозрачные насыщенно-зеленые слезы и грозди бусинок из камня добавят Вашему образу смелости, яркости, свежести. В изумрудных капельках сережек очень красиво играет солнечный свет. Ярким жарким летним днем вы будете выглядеть особенно эффектно и загадочно.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra024_2.JPG";"piedra024_3.JPG";"piedra024_4.JPG";"piedra024_1.JPG";"piedra024";"<p>Ваш мир &ndash; целая вселенная. В окружении вас - планеты. Две из них способны эффектно украсить вас. Этот комплект сережек внесет в ваш образ загадку, которую очень захочется разгадать. Эти ярко-синие серьги подойдут как для вечернего наряда, так и для повседневной одежды, эффектно украсив зону шеи.</p><p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"2";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra025_2.JPG";"piedra025_3.JPG";;"piedra025_1.JPG";"piedra025";"<p>Ваш мир &ndash; целая вселенная. В окружении &nbsp;вас - &nbsp;планеты. Две из них способны эффектно украсить вас. Этот комплект сережек внесет в ваш образ загадку, которую очень захочется разгадать. Бело-черные серьги из натурального камня подойдут как для вечернего наряда, так и для повседневной одежды, эффектно украсив зону шеи.</p><p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"3";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra026_2.JPG";"piedra026_3.JPG";;"piedra026_1.JPG";"vid025";"<p>Эти серьги из&nbsp; металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется) отлично подойдут кареглазым и зеленоглазым девушкам. Но чтобы Ваш образ выгодно заиграл на фоне новых сережек, лучше сделать высокую прическу. Кроме глаз акцент упадет и на Вашу изящную шею.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Стекло Мурано"
"XTSOL";;"2";"0";"1";"default";"PeruArt";"0";"250.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra027_2.JPG";"piedra027_3.JPG";"piedra027_4.JPG";"piedra027_1.JPG";"piedra027";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p><p>Ваш мир &ndash; целая вселенная. В окружении &nbsp;вас - &nbsp;планеты. Две из них способны эффектно украсить вас. Этот темно-фиолнтовый комплект сережек внесет в ваш образ загадку, которую очень захочется разгадать. Серьги подойдут как для вечернего наряда, так и для повседневной одежды, эффектно украсив зону шеи.</p>""";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"230.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra028_2.JPG";;;"piedra028_1.JPG";"piedra028";"<p>Бирюзово-зеленый камень в кружевной обвязке &ndash; оригинальный выход из ситуации, когда вы хотите произвести впечатление, но одежда выглядит достаточно скромно. Эти серьги возьмут на себя всю ответственность за Ваш успех.</p>";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"230.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra029_2.JPG";;;"piedra029_1.JPG";"piedra029";"<p>Болотно-зеленый камень в кружевной обвязке &ndash; оригинальный выход из ситуации, когда вы хотите произвести впечатление, но одежда выглядит достаточно скромно. Эти серьги с натуральным камнем&nbsp; возьмут на себя всю ответственность за Ваш успех.</p>";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"230.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra030_2.JPG";;;"piedra030_1.JPG";"piedra030";"<p>Красное и черное. Что может быть контрастнее, органичнее и страстнее. Особенно если вы брюнетка. Эти серьги с натуральным камнем подойдут для смелых красивых девушек, которые привыкли всегда быть в центре внимания.</p>";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"230.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra031_2.JPG";;;"piedra031_1.JPG";"piedra031";"<p>Небесный голубой цвет в черной кружевной окантовке будет выглядеть в полной мере стильно и красиво, если эти серьги оденет обладательница голубых глаз. Камни заиграют цветом по максимуму. Этот комплект сам по себе ярок, и поэтому лучше воздержаться от обилия цвета в одежде и макияже.</p>";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
"XTSOL";;"1";"0";"1";"default";"PeruArt";"0";"230.0000";;;;;"0";"1";"0.10";;"100.0000";"default";"0";"0";"0.0000";"piedra032_2.JPG";"piedra032_3.JPG";;"piedra032_1.JPG";"piedra032";"<p>Эти серьги с натуральным камнем отлично подойдут как юной девушке, так и ее маме. Сережки ничуть не акцентируют внимание на возрасте их обладательницы. Наоборот. Юная особа будет выглядеть в них нежно и изящно. Женщинам среднего возраста не стоит бояться дополнить свой наряд этим оригинальным украшением. Вы будете выглядеть стильно и со вкусом.</p>";"<p>Серьги из металлического сплава альпака"" (гипоаллергенный материал, не темнеет и не окисляется). Украшены натуральными камнями. Сборка модели - вручную.</p>""";;;;;;"Серьги";"Камень"
